CUT,TITLE,ARTIST,ALBUM,GROUP,ACTSTART,ACTDUR,DATE,
65532,Sick of This Feeling,Fruit Bats                                                  ,A River Running to Your Heart                               ,FOLK2,8:15:02,0:03:31,1/11/2026,
65530,Second Sight,Buck Meek                                                   ,Two Saviors                                                 ,FOLK2,8:18:33,0:03:55,1/11/2026,
65538,wild woods,lighthearted                                                ,from here on out                                            ,FOLK2,8:22:28,0:04:30,1/11/2026,
65709,Stardust,Willie Nelson                                               ,Stardust                                                    ,FOLK2,8:26:58,0:03:49,1/11/2026,
50037,DIE HARD ID,[CASEY]                                                     ,                                                            ,IDS,8:30:47,0:00:09,1/11/2026,
50373,Rail Safety 30,Stamp                                                       ,ABA PEP                                                     ,SHORTPSA,8:30:56,0:00:31,1/11/2026,
50355,Elder Abuse,Adult Protective Services                                   ,                                                            ,SHORTPSA,8:31:27,0:00:30,1/11/2026,
50381,STD Testing,                                                            ,                                                            ,SHORTPSA,8:31:57,0:00:30,1/11/2026,
50389,BARD SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,8:32:27,0:00:35,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,8:33:02,0:00:05,1/11/2026,
65519,Bonus (No Wander - Live in the Living room),Greenish Pools                                              ,ASK ME ABOUT THE WEATHER                                    ,FOLK2,8:33:07,0:06:31,1/11/2026,
65582,Take the Skinheads Bowling,Camper Van Beethoven                                        ,Telephone Free Landslide Victory                            ,FOLK2,8:39:38,0:02:26,1/11/2026,
65539,Song In My Head,Madison Cunningham                                          ,Who Are You Now                                             ,FOLK2,8:42:04,0:04:37,1/11/2026,
65638,Peeling off the Bark,Pinegrove                                                   ,Everything so Far                                           ,FOLK2,8:46:41,0:03:57,1/11/2026,
50377,ALW Work Safe 30,                                                            ,                                                            ,SHORTPSA,8:50:38,0:00:30,1/11/2026,
